chozodecal01_bc maps\textures\chozodecal01_bc.bctex
chozopathmag_bc maps\textures\chozopathmag_bc.bctex
cavplatformrock05_at maps\textures\cavplatformrock05_at.bctex
scorpiustail_nm actors\characters\scorpius\models\textures\scorpiustail_nm.bctex
lava_drops01_anim_pos2 maps\fx\lavadrops\textures\lava_drops01_anim_pos2.bctex
penta_shaft system\fx\textures_zdr\penta_shaft.bctex
pistil_dead_at actors\characters\hydrogiga\models\textures\pistil_dead_at.bctex
leaves_bc maps\textures\leaves_bc.bctex
aqua_v4diffusehdr maps\cubemaps\19-8\aqua_v4diffusehdr.bctex
magdigrock04_nm maps\textures\magdigrock04_nm.bctex
sentencesphere_ringlines system\fx\textures_zdr\sentencesphere_ringlines.bctex
air_rays system\fx\textures_zdr\air_rays.bctex
doorcentralunithit_nm actors\props\doorcentralunit\models\textures\doorcentralunithit_nm.bctex
slime01_bc maps\textures\slime01_bc.bctex
chozobgmagwallb_bc maps\textures\chozobgmagwallb_bc.bctex
waves_noises_soft_02 system\fx\textures_zdr\waves_noises_soft_02.bctex
chozomatconcreteblue01_at maps\textures\chozomatconcreteblue01_at.bctex
nailong_at actors\characters\nailong\models\textures\nailong_at.bctex
chozomatmetalwhite04_bc maps\textures\chozomatmetalwhite04_bc.bctex
lava_explosion01_anim_pos2 maps\fx\lavasplashes\textures\lava_explosion01_anim_pos2.bctex
breakable_block_screwattack_at actors\props\breakable_block_screwattack\models\textures\breakable_block_screwattack_at.bctex
chozowarriorx_body_02_bc actors\characters\chozowarriorx\models\textures\chozowarriorx_body_02_bc.bctex
goliath1_bc actors\characters\goliath\models\textures\goliath1_bc.bctex
gooshockerx_nm actors\characters\gooshocker\models\textures\gooshockerx_nm.bctex
cooldown_head_nm actors\characters\cooldownxboss\models\textures\cooldown_head_nm.bctex
adorntile1002_d maps\textures\adorntile1002_d.bctex
blue_energy03_at maps\textures\blue_energy03_at.bctex
chozoemmybg04_bc maps\textures\chozoemmybg04_bc.bctex
swifter_nm actors\characters\swifter\models\textures\swifter_nm.bctex
samusvisor_at actors\props\samusmask\models\textures\samusvisor_at.bctex
hitdemolitionblock02_bc maps\textures\hitdemolitionblock02_bc.bctex
ramplavacolor maps\textures\ramplavacolor.bctex
capsula_interior_nm actors\props\capsuleelevatorskybase\models\textures\capsula_interior_nm.bctex
mattepaintingshipyard007sky01_bc maps\textures\mattepaintingshipyard007sky01_bc.bctex
decalice01_nm maps\textures\decalice01_nm.bctex
cavpathrock01v2_at maps\textures\cavpathrock01v2_at.bctex
chozocorridoremmy01_01_nm maps\textures\chozocorridoremmy01_01_nm.bctex
sky_hdr_specular system\engine\textures\sky_hdr_specular.bctex
chozomatmetalgray09_nm maps\textures\chozomatmetalgray09_nm.bctex
chozomatconcreteblue03_at maps\textures\chozomatconcreteblue03_at.bctex
cavpathrock02_at maps\textures\cavpathrock02_at.bctex
gooplotevent02_nm maps\textures\gooplotevent02_nm.bctex
rocktest02_at maps\textures\rocktest02_at.bctex
aquarock03x4salt_at maps\textures\aquarock03x4salt_at.bctex
cavpathrock03v3_at_nm maps\textures\cavpathrock03v3_at_nm.bctex
quetshocker_bc actors\characters\quetshocker\models\textures\quetshocker_bc.bctex
escape_gameover system\engine\textures\localized\fr\escape_gameover.bctex
texturetext_dup gui\textures\texturetext_dup.bctex
nebulalines2 cutscenes\0001gameintro_space\fx\textures\nebulalines2.bctex
chozobasebgwall06end_nm maps\textures\chozobasebgwall06end_nm.bctex
cavpathrockmod01_nm maps\textures\cavpathrockmod01_nm.bctex
magnetglovesp01_at maps\textures\magnetglovesp01_at.bctex
drop_extras actors\items\drop_life\fx\textures\drop_extras.bctex
aberration03_bc maps\textures\aberration03_bc.bctex
lightningray_fade_l system\fx\textures\lightningray_fade_l.bctex
weightactivatedplatform_at actors\props\weightactivatedplatform_access\models\textures\weightactivatedplatform_at.bctex
chozoshipasset02_nm maps\textures\chozoshipasset02_nm.bctex
hydro_tile_nm actors\characters\hydrogiga\models\textures\hydro_tile_nm.bctex
gold01 maps\textures\gold01.bctex
ramp_bwbwb system\fx\textures\ramp_bwbwb.bctex
weightactivatedplatform_nm actors\props\weightactivatedplatform\models\textures\weightactivatedplatform_nm.bctex
chozomatpipes05_nm maps\textures\chozomatpipes05_nm.bctex
chozozombiexcutbody_at actors\characters\chozozombiex_cut\models\textures\chozozombiexcutbody_at.bctex
aquarockwall02x3salt_bc maps\textures\aquarockwall02x3salt_bc.bctex
ramp_bw maps\textures\ramp_bw.bctex
swirlexplosion system\fx\textures\swirlexplosion.bctex
chozoaqwheeldevice_nm maps\textures\chozoaqwheeldevice_nm.bctex
rockforestplatform01x1v2_bc maps\textures\rockforestplatform01x1v2_bc.bctex
chozomatpipes09_at maps\textures\chozomatpipes09_at.bctex
head_dead_at actors\characters\hydrogiga\models\textures\head_dead_at.bctex
chozoemmybg01cornice_bc maps\textures\chozoemmybg01cornice_bc.bctex
commanderhead_bc actors\characters\chozocommander\models\textures\commanderhead_bc.bctex
testmats01_at maps\textures\testmats01_at.bctex
magdigrockbglava01_nm maps\textures\magdigrockbglava01_nm.bctex
shootactivator_nm actors\props\ev_tbdrainboss\models\textures\shootactivator_nm.bctex
centralunitcave02_at actors\characters\centralunitcave\models\textures\centralunitcave02_at.bctex
maproomplatform_at actors\props\maproom\models\textures\maproomplatform_at.bctex
material_bc actors\props\ev_tentacle_004\models\textures\material_bc.bctex
mudmatcave07_bc maps\textures\mudmatcave07_bc.bctex
powergenengine_d_at actors\props\powergeneratorengine\models\textures\powergenengine_d_at.bctex
chozopathmag01b_bc maps\textures\chozopathmag01b_bc.bctex
chozomatconcreteblue01_nm maps\textures\chozomatconcreteblue01_nm.bctex
mudmatcave02_bc maps\textures\mudmatcave02_bc.bctex
material_nm actors\props\ev_tentacle_003\models\textures\material_nm.bctex
energyray system\fx\textures\energyray.bctex
ringsharpen system\fx\textures_zdr\ringsharpen.bctex
chozoshipasset01_at maps\textures\chozoshipasset01_at.bctex
chozoallwall02b_bc maps\textures\chozoallwall02b_bc.bctex
chozomatconcreteblack02_nm maps\textures\chozomatconcreteblack02_nm.bctex
chozosancnest04_bc maps\textures\chozosancnest04_bc.bctex
samusvariamorph_a actors\characters\morphball\models\textures\samusvariamorph_a.bctex
chozomatconcreteblue01_bc maps\textures\chozomatconcreteblue01_bc.bctex
noiseplanet cutscenes\0001gameintro_space\fx\textures\noiseplanet.bctex
aquadigrock01_bc maps\textures\aquadigrock01_bc.bctex
wave_pos actors\characters\chozowarriorx\models\textures\wave_pos.bctex
doorchargelight_bc actors\props\doorchargeclosed\models\textures\doorchargelight_bc.bctex
emmy_cubemap_test_5diffusehdr maps\cubemaps\pruebas\emmy_cubemap_test_5diffusehdr.bctex
wagontrainplatforma_at actors\props\weightactivatedplatform_train\models\textures\wagontrainplatforma_at.bctex
texturetext_r_20 gui\textures\texturetext_r_20.bctex
chozorbtup_at actors\characters\chozorobotsoldier\models\textures\chozorbtup_at.bctex
impactdecal001_nm maps\textures\impactdecal001_nm.bctex
mlm_block_bc actors\props\mlm_block\models\textures\mlm_block_bc.bctex
floortile01_bc maps\textures\floortile01_bc.bctex
texturetext_up gui\textures\texturetext_up.bctex
specialrocket_impactenergybig system\fx\textures_zdr\specialrocket_impactenergybig.bctex
rain_droplet_nm maps\textures\rain_droplet_nm.bctex
scorpiusbody_at actors\characters\scorpius\models\textures\scorpiusbody_at.bctex
baserock_01rock_nm maps\textures\baserock_01rock_nm.bctex
noise_blured_purple actors\weapons\chozocommandersentencesphere\fx\textures\noise_blured_purple.bctex
chozoallasset02_bc maps\textures\chozoallasset02_bc.bctex
chozoskypathroof01_bc maps\textures\chozoskypathroof01_bc.bctex
cavpathrock04v3_nm maps\textures\cavpathrock04v3_nm.bctex
swirlcircle system\fx\textures\swirlcircle.bctex
capsuleelevatorskybaseb_at actors\props\capsuleelevatorskybase\models\textures\capsuleelevatorskybaseb_at.bctex
ice_elevator_at actors\props\weightactivatedplatform_elevator_frozen\models\textures\ice_elevator_at.bctex
emmyprotowhite_nm actors\characters\emmyproto\models\textures\emmyprotowhite_nm.bctex
scourge_bc actors\characters\scourge\models\textures\scourge_bc.bctex
e3diffusehdr maps\cubemaps\definitivos\e.3diffusehdr.bctex
hitdemolitionblock02_at maps\textures\hitdemolitionblock02_at.bctex
chozowarriorxelite_body_02_nm actors\characters\chozowarriorxelite\models\textures\chozowarriorxelite_body_02_nm.bctex
doorshutter_bc actors\props\doorshutter\models\textures\doorshutter_bc.bctex
sabotoru_nm actors\characters\sabotoru\models\textures\sabotoru_nm.bctex
elevator_nm actors\props\elevator\models\textures\elevator_nm.bctex
chozomatpipes10_bc maps\textures\chozomatpipes10_bc.bctex
autector_nm actors\characters\autector\models\textures\autector_nm.bctex
chozomatcircuits03_nm maps\textures\chozomatcircuits03_nm.bctex
gamma-adjust gui\textures\gamma-adjust.bctex
aeionstatue_head_bc actors\props\aeionstatue\models\textures\aeionstatue_head_bc.bctex
kraidbouncingcreatures_nm actors\weapons\kraidbouncingcreatures\models\textures\kraidbouncingcreatures_nm.bctex
door_nm maps\textures\door_nm.bctex
red_path_at maps\textures\red_path_at.bctex
cavrockbackground04_bc maps\textures\cavrockbackground04_bc.bctex
coldzoneasset08_nm maps\textures\coldzoneasset08_nm.bctex
scorpiustail02_nm actors\characters\scorpius\models\textures\scorpiustail02_nm.bctex
column04_bc maps\textures\column04_bc.bctex
kraidrottenmeat_nm actors\weapons\kraidrottenmeat\models\textures\kraidrottenmeat_nm.bctex
breakable_block_supermissile_at maps\blocks\breakable_block_supermissile\textures\breakable_block_supermissile_at.bctex
specialrocket_burst_waves system\fx\textures_zdr\specialrocket_burst_waves.bctex
ice_cube_large_bc actors\props\ice_cube\models\textures\ice_cube_large_bc.bctex
ca_5diffusehdr maps\cubemaps\caveaqua\ca_5diffusehdr.bctex
debris_rocks_3x3 system\fx\textures_zdr\debris_rocks_3x3.bctex
ca_6diffusehdr maps\cubemaps\caveaqua\ca_6diffusehdr.bctex
shipvt7_a_nm maps\textures\shipvt7_a_nm.bctex
cavrockbackground09_nm maps\textures\cavrockbackground09_nm.bctex
frontback_bc actors\characters\chozocommanderx\models\textures\frontback_bc.bctex
chozosancstatue04_nm maps\textures\chozosancstatue04_nm.bctex
forestwaterplants01_bc maps\textures\forestwaterplants01_bc.bctex
fireblast system\fx\textures\fireblast.bctex
magmeltrockpath01x4_at maps\textures\magmeltrockpath01x4_at.bctex
cavcrystal04_at maps\textures\cavcrystal04_at.bctex
skybase_at actors\props\skybase\models\textures\skybase_at.bctex
aquarock02x4salt_nm maps\textures\aquarock02x4salt_nm.bctex
descriptor-tileset gui\textures\descriptor-tileset.bctex
magma_v2specularhdr maps\cubemaps\19-8\magma_v2specularhdr.bctex
explosion system\fx\textures\explosion.bctex
autoadexplode02 system\fx\textures\autoadexplode02.bctex
aquadigrock05_bc maps\textures\aquadigrock05_bc.bctex
chozobasetank01_nm maps\textures\chozobasetank01_nm.bctex
aquarocksaltcornersalt_bc maps\objects\aquarocksaltcorner\textures\aquarocksaltcornersalt_bc.bctex
cavbug01_bc maps\textures\cavbug01_bc.bctex
noise_fragments system\fx\textures_zdr\noise_fragments.bctex
teleporterbase_at actors\props\teleporter\models\textures\teleporterbase_at.bctex
ir_finalimage gui\textures\ir_finalimage.bctex
debris00 maps\fx\dustdebris\fx\textures\debris00.bctex
fusionmorph_a actors\characters\morphball\models\textures\fusionmorph_a.bctex
explosion_spikes01 system\fx\textures_zdr\explosion_spikes01.bctex
chozoc system\fx\generic\textures\chozoc.bctex
wave_iceflea system\fx\textures_zdr\wave_iceflea.bctex
chozobgquarantinewallend02_bc maps\textures\chozobgquarantinewallend02_bc.bctex
wavedetail_bc maps\textures\wavedetail_bc.bctex
seata_bc actors\props\samuship_int\models\textures\seata_bc.bctex
platform_elevator_bc actors\props\weightactivatedplatform\models\textures\platform_elevator_bc.bctex
grass02_bc maps\textures\grass02_bc.bctex
cloud03 system\fx\textures_zdr\cloud03.bctex
explosion_tracker actors\weapons\supergoliathlinebomb\fx\textures\explosion_tracker.bctex
exteriorframe_nm maps\textures\exteriorframe_nm.bctex
chozorbtsdwn_at actors\characters\chozorobotsoldier\models\textures\chozorbtsdwn_at.bctex
doorcharge_at actors\props\doorchargecharge\models\textures\doorcharge_at.bctex
skin09_nm maps\textures\skin09_nm.bctex
magdigrocklava04_bc maps\textures\magdigrocklava04_bc.bctex
capsule_roof_hatch_nm actors\props\capsulelaunchershipyard\models\textures\capsule_roof_hatch_nm.bctex
chozomagassetduct02_nm maps\objects\chozomagassetduct02\textures\chozomagassetduct02_nm.bctex
aquadigrock01_nm maps\textures\aquadigrock01_nm.bctex
laser_ray_tiled system\fx\textures_zdr\laser_ray_tiled.bctex
cave_base_1diffusehdr maps\cubemaps\test\cave_base_1diffusehdr.bctex
destuctibleblock_nm maps\textures\destuctibleblock_nm.bctex
ca_5specularhdr maps\cubemaps\caveaqua\ca_5specularhdr.bctex
planteater_petalos_nm actors\characters\planteater\models\textures\planteater_petalos_nm.bctex
roots_nm actors\characters\hydrogiga\models\textures\roots_nm.bctex
chozomatmetalgray16_bc maps\textures\chozomatmetalgray16_bc.bctex
skin07_nm maps\textures\skin07_nm.bctex
plantsmall01hd maps\textures\plantsmall01hd.bctex
commander_pose_02 system\fx\textures_zdr\commander_pose_02.bctex
cprofessorfeathers_nm actors\characters\chozoprofessor\models\textures\cprofessorfeathers_nm.bctex
chozomatmetalgray05_bc maps\textures\chozomatmetalgray05_bc.bctex
chozowarriorxnormal_body_bc actors\characters\chozowarriorxnormal\models\textures\chozowarriorxnormal_body_bc.bctex
spawnpointcaterzillametallic_bc actors\spawnpoints\spawnpointcaterzillametallic\models\textures\spawnpointcaterzillametallic_bc.bctex
bigfist_nm actors\characters\bigfist\models\textures\bigfist_nm.bctex
emmy_v1diffusehdr maps\cubemaps\19-8\emmy_v1diffusehdr.bctex
zero_body_at actors\characters\samus\models\textures\zero_body_at.bctex
one_triangle system\fx\textures_zdr\one_triangle.bctex
quarentinemuralelevator_bc maps\textures\quarentinemuralelevator_bc.bctex
forestwood01_bc maps\textures\forestwood01_bc.bctex
scorpius_at actors\characters\scorpius\models\textures\scorpius_at.bctex
lines_red actors\items\item_missiletankplus\models\textures\lines_red.bctex
cave_4diffusehdr maps\cubemaps\19-8\cave_4diffusehdr.bctex
chozosanccontrol01_bc actors\props\camerasanc\models\textures\chozosanccontrol01_bc.bctex
cavcrystal07_bc maps\textures\cavcrystal07_bc.bctex
powerbeam_charged_souls_front_tiled01 system\fx\textures_zdr\powerbeam_charged_souls_front_tiled01.bctex
caverock03_bc maps\textures\caverock03_bc.bctex
gobblerbgweb_nm maps\textures\gobblerbgweb_nm.bctex
depthornball_00 actors\weapons\depthornball\fx\textures\depthornball_00.bctex
bigkranx_nm actors\characters\bigkranx\models\textures\bigkranx_nm.bctex
roots_dead_at actors\characters\hydrogiga\models\textures\roots_dead_at.bctex
chozoborderemmyjoint03_nm maps\textures\chozoborderemmyjoint03_nm.bctex
ev_aquadrain_right_nm actors\props\ev_aquadrain_right\models\textures\ev_aquadrain_right_nm.bctex
aquarock02x4rock_bc maps\textures\aquarock02x4rock_bc.bctex
doorheatframe_bc actors\props\doorheat\models\textures\doorheatframe_bc.bctex
rockforestplatform01x4v3_bc maps\textures\rockforestplatform01x4v3_bc.bctex
magrock01_bc maps\textures\magrock01_bc.bctex
attackmud01_norm actors\characters\chozozombiex\fx\textures\attackmud01_norm.bctex
waterfrontsolid_nm maps\textures\waterfrontsolid_nm.bctex
doorwidebeam_at actors\props\doorwidebeam\models\textures\doorwidebeam_at.bctex
blue_d maps\textures\blue_d.bctex
lightning_fade system\fx\textures\lightning_fade.bctex
glowingrocks_nm maps\textures\glowingrocks_nm.bctex
head_bc actors\characters\chozocommanderx\models\textures\head_bc.bctex
mapev_sea_slug_nm actors\events\mapev_sea_slug\model\textures\mapev_sea_slug_nm.bctex
elevatorup_d actors\props\elevator_with_cutscene\models\textures\elevatorup_d.bctex
lightning_stroke_02 maps\fx\lightningstroke\textures\lightning_stroke_02.bctex
chozomatmetalblue04_bc maps\textures\chozomatmetalblue04_bc.bctex
aquanature01_nm maps\textures\aquanature01_nm.bctex
stairs_nm actors\props\elevator\models\textures\stairs_nm.bctex
vulkran_nm actors\characters\vulkran\models\textures\vulkran_nm.bctex
chozosanclamp_bc maps\textures\chozosanclamp_bc.bctex
sunnap_at actors\characters\sunnap\models\textures\sunnap_at.bctex
magdigrockplatform01_nm maps\textures\magdigrockplatform01_nm.bctex
breakable_block_peso_bc actors\props\breakable_block_peso\models\textures\breakable_block_peso_bc.bctex
estatuechozo_nm maps\textures\estatuechozo_nm.bctex
rockvt01m_at maps\textures\rockvt01m_at.bctex
holotile_bc maps\textures\holotile_bc.bctex
torque system\fx\textures\torque.bctex
planteater_cuerpo_bc actors\characters\planteater\models\textures\planteater_cuerpo_bc.bctex
skin08_at maps\textures\skin08_at.bctex
chozomatpaintedmetalblue01_bc maps\textures\chozomatpaintedmetalblue01_bc.bctex
kraidbouncingcreaturesunb_bc actors\weapons\kraidbouncingcreaturesunb\models\textures\kraidbouncingcreaturesunb_bc.bctex
trainbackground03 system\fx\textures_zdr\trainbackground03.bctex
chozopathemmy02_bc maps\textures\chozopathemmy02_bc.bctex
red_d maps\textures\red_d.bctex
chozoship01_bc maps\textures\chozoship01_bc.bctex
chozosanccolumn02_nm maps\textures\chozosanccolumn02_nm.bctex
rays actors\characters\samus\fx\textures\rays.bctex
lines_vertical system\fx\textures_zdr\lines_vertical.bctex
superquetzoa_nm actors\characters\superquetzoa\models\textures\superquetzoa_nm.bctex
